CÃ³digo,DenominaciÃ³n,Nombre,Dependencia,Domicilio,Localidad,Municipio,Provincia,CÃ³d.Postal,TelÃ©fono,EnseÃ±anzas,Servicios,Biling
11000289,Instituto de Educación Secundaria,Carlos Cano,Público,Avda. Carlos Cano  s/n,Los Barrios,Los Barrios,Cádiz,11370,956670558,SEC-BAC-EE,PAC-PAE-TE,CBI
11700561,Instituto de Educación Secundaria,Sierra Luna,Público,Avda. de Doña Rosa García  8,Los Barrios,Los Barrios,Cádiz,11370,956670745,SEC-BAC-CFGM-EE-CFGS,TE,CBI
11007910,Instituto de Educación Secundaria,San Juan de Dios,Público,Plaza San Juan de Dios  s/n,Medina-Sidonia,Medina-Sidonia,Cádiz,11170,956418924,SEC-BAC-CFGM-CFGS,PAC,
11004039,Instituto de Educación Secundaria,Sidón,Público,Avda. Azocarrem  s/n,Medina-Sidonia,Medina-Sidonia,Cádiz,11170,956418902,SEC-BAC-CFGM-CFGS,PAC-TE,CBI
11000630,Instituto de Educación Secundaria,Sierra de Líjar,Público,Avda. Manuel de Falla  s/n,Olvera,Olvera,Cádiz,11690,956128934,SEC-EE,PAC-TE,
11006671,Instituto de Educación Secundaria,Zaframagón,Público,Avda. Manuel de Falla  s/n,Olvera,Olvera,Cádiz,11690,956128820,SEC-BAC-CFGM-CFGS,PAC-TE,CBI
11700780,Instituto de Educación Secundaria,Paterna,Público,Avda. Blas Infante  29,Paterna de Rivera,Paterna de Rivera,Cádiz,11178,956418912,SEC-BAC,PAE,
11700500,Instituto de Educación Secundaria,Carlos III,Público,C/ Casimiro de Angulo  19,Prado del Rey,Prado del Rey,Cádiz,11660,956724022,SEC-BAC-CFGM-CFGS,,CBI
11700718,Instituto de Educación Secundaria,La Jarcia,Público,C/ Ribera del Muelle  s/n,Puerto Real,Puerto Real,Cádiz,11510,956243509,SEC,,CBF-CBI
11004672,Instituto de Educación Secundaria,Manuel de Falla,Público,Avda. Palestina  s/n,Puerto Real,Puerto Real,Cádiz,11510,671531227,SEC-BAC-CFGM-CFGS,,CBI
11700433,Instituto de Educación Secundaria,Profesor Antonio Muro,Público,C/ Séneca  s/n,Puerto Real,Puerto Real,Cádiz,11510,956243998,SEC-BAC,TE,CBI
11004696,Instituto de Educación Secundaria,Virgen del Carmen,Público,Paseo  María Auxiliadora  s/n,Puerto Real,Puerto Real,Cádiz,11510,956243741,SEC-BAC-CFGM-CFGS,TE,CBI
11700640,Instituto de Educación Secundaria,Vía Verde,Público,C/ Instituto  2,Puerto Serrano,Puerto Serrano,Cádiz,11659,956128553,SEC-EE,PAC,
11701231,Instituto de Educación Secundaria,La Algaida,Público,C/ Jamaica  2,Río San Pedro,Puerto Real,Cádiz,11519,956243658,SEC,,
11701036,Instituto de Educación Secundaria,Roche,Público,Pago El Colorado  s/n,Roche,Conil de la Frontera,Cádiz,11149,956459624,SEC,TE,
11007533,Instituto de Educación Secundaria,Arroyo Hondo,Público,C/ Maestro  Manuel J. Casal Egea  2,Rota,Rota,Cádiz,11520,956243253,SEC-BAC-CFGM-CFGS,,CBI
11701164,Instituto de Educación Secundaria,Astaroth,Público,C/ Santo Domingo de Guzmán  2,Rota,Rota,Cádiz,11520,956243768,SEC-EE,TE,
11004866,Instituto de Educación Secundaria,Castillo de Luna,Público,C/ Navalcán  s/n,Rota,Rota,Cádiz,11520,956243552,SEC-BAC-CFGM-CFGS,PAE,CBI
11700721,Instituto de Educación Secundaria,Blas Infante,Público,Bda. Blas Infante  s/n,San Fernando,San Fernando,Cádiz,11100,956243644,SEC-EE,,
11002651,Instituto de Educación Secundaria,Botánico,Público,C/ Drago  s/n. Bda. Cayetano Roldán,San Fernando,San Fernando,Cádiz,11100,600141697,SEC-BAC,TE,
11005241,Instituto de Educación Secundaria,Isla de León,Público,Ctra. Carraca  s/n,San Fernando,San Fernando,Cádiz,11100,671530761,SEC-BAC-CFGM-EE-CFGS,,CBI
11700512,Instituto de Educación Secundaria,Jorge Juan,Público,Avda. Duque de Arcos  11,San Fernando,San Fernando,Cádiz,11100,956243374,SEC-BAC-CFGM-CFGS,,
11700147,Instituto de Educación Secundaria,La Bahía,Público,Avda. Constitución  s/n,San Fernando,San Fernando,Cádiz,11100,956243676,SEC-BAC-CFGM-CFGS,PAC,CBI
11005275,Instituto de Educación Secundaria,Las Salinas,Público,Avda. Al-Andalus  s/n,San Fernando,San Fernando,Cádiz,11100,956243380,SEC-BAC-CFGM-EE-CFGS,,
11008239,Instituto de Educación Secundaria,Sancti Petri,Público,Polígono La Magdalena  s/n,San Fernando,San Fernando,Cádiz,11100,956243610,SEC-BAC-CFGM-CFGS,,CBI
11005287,Instituto de Educación Secundaria,Wenceslao Benítez,Público,Avda. de la Armada  s/n. Apto. correos 141,San Fernando,San Fernando,Cádiz,11100,671533395,SEC-BAC,,CBI
11701048,Instituto de Educación Secundaria,Castillo de Tempul,Público,C/ Pino  s/n,San José del Valle,San José del Valle,Cádiz,11580,856811860,SEC-EE,PAC-TE,
11700779,Instituto de Educación Secundaria,Azahar,Público,C/ Córdoba  s/n,San Martín del Tesorillo,San Martín del Tesorillo,Cádiz,11340,956670255,SEC,TE,
11007791,Instituto de Educación Secundaria,Carlos Castilla del Pino,Público,Avda. Castiella  5,San Roque,San Roque,Cádiz,11360,956670838,SEC-BAC-CFGM-CFGS,TE,CBI
11005755,Instituto de Educación Secundaria,José Cadalso,Público,Avda. Castiella  s/n,San Roque,San Roque,Cádiz,11360,671530634,SEC-BAC-EE,TE,CBI
11700871,Instituto de Educación Secundaria,Botánico,Público,Avda. Pozo de las Vacas  s/n. Finca El Jardín Botánico,Sanlúcar de Barrameda,Sanlúcar de Barrameda,Cádiz,11540,956386993,SEC,TE,CBI
11700196,Instituto de Educación Secundaria,Cristóbal Colón,Público,Avda. de la Rondeña  s/n,Sanlúcar de Barrameda,Sanlúcar de Barrameda,Cádiz,11540,956386972,SEC-BAC-CFGM,PAE,
11005639,Instituto de Educación Secundaria,Doñana,Público,Avda. de Huelva  s/n,Sanlúcar de Barrameda,Sanlúcar de Barrameda,Cádiz,11540,956361514,SEC-BAC-CFGM-CFGS,TE,
11007685,Instituto de Educación Secundaria,El Picacho,Público,Avda. Constitución  s/n,Sanlúcar de Barrameda,Sanlúcar de Barrameda,Cádiz,11540,956386601,SEC-BAC-CFGM-EE-CFGS,PAC,
11005551,Instituto de Educación Secundaria,Francisco Pacheco,Público,Avda. de Huelva  s/n,Sanlúcar de Barrameda,Sanlúcar de Barrameda,Cádiz,11540,956386902,SEC-BAC-CFGM-EE-CFGS,PAE,
11700615,Instituto de Educación Secundaria,Juan Sebastián Elcano,Público,Plaza Escritor Eduardo Mendicuti  s/n,Sanlúcar de Barrameda,Sanlúcar de Barrameda,Cádiz,11540,671531710,SEC-BAC-CFGM-EE,TE,CBI
11701188,Instituto de Educación Secundaria,San Lucas,Público,Avda. Bajo de Guía  2,Sanlúcar de Barrameda,Sanlúcar de Barrameda,Cádiz,11540,956386552,SEC-BAC,,CBI
11701051,Instituto de Educación Secundaria,Villa de Setenil,Público,C/ María Zambrano  2,Setenil de las Bodegas,Setenil de las Bodegas,Cádiz,11692,956128840,SEC,TE,CBI
11701061,Instituto de Educación Secundaria,Mar del Sur,Público,Polígono Polígono Industrial de Taraguilla La Polvora,Taraguilla,San Roque,Cádiz,11369,956670724,SEC,TE,
11700585,Instituto de Educación Secundaria,Almadraba,Público,C/ Diego Piñero Moreno  1,Tarifa,Tarifa,Cádiz,11380,956670260,SEC-BAC-CFGM-EE-CFGS,PAC-TE,CBI
11700731,Instituto de Educación Secundaria,Baelo Claudia,Público,C/ Los Lances  s/n,Tarifa,Tarifa,Cádiz,11380,956670180,SEC,PAC,
11700159,Instituto de Educación Secundaria,Alventus,Público,Ronda de Palomares  17,Trebujena,Trebujena,Cádiz,11560,856811850,SEC-BAC,,
11006693,Instituto de Educación Secundaria,Las Cumbres,Público,C/ Las Cumbres  s/n. Apdo. 38,Ubrique,Ubrique,Cádiz,11600,697951066,SEC-BAC-CFGM-CFGS,TE,CBI
11700858,Instituto de Educación Secundaria,Maestro Francisco Fatou,Público,C/ Menéndez Pidal  1,Ubrique,Ubrique,Cádiz,11600,956128917,SEC-EE,TE,CBI
11006681,Instituto de Educación Secundaria,Ntra. Sra. de los Remedios,Público,Avda. Herrera Oria  s/n,Ubrique,Ubrique,Cádiz,11600,956128903,SEC-BAC-CFGM-CFGS,TE,CBI
11700597,Instituto de Educación Secundaria,La Janda,Público,C/ Zafra  s/n,Vejer de la Frontera,Vejer de la Frontera,Cádiz,11150,956459595,SEC-BAC-CFGM-EE-CFGS,TE,
11007545,Instituto de Educación Secundaria,Castillo de Matrera,Público,C/ Sevilla  16,Villamartín,Villamartín,Cádiz,11650,671533701,SEC-BAC-CFGM-CFGS,PAC,CBI
11700743,Instituto de Educación Secundaria,La Loma,Público,C/ Consolación  67,Villamartín,Villamartín,Cádiz,11650,956709824,SEC-EE,PAC,


