CÃ³digo,DenominaciÃ³n,Nombre,Dependencia,Domicilio,Localidad,Municipio,Provincia,CÃ³d.Postal,TelÃ©fono,EnseÃ±anzas,Servicios,Biling
04004589,Colegio de Educación Infantil y Primaria,La Romanilla,Público,C/ Sor Dolores  2. La Romanilla,Roquetas de Mar,Roquetas de Mar,Almería,04740,950156606,INF-PRI-EE,PAC-PAM-PAE,
04003810,Colegio de Educación Infantil y Primaria,Las Lomas,Público,Plaza del Educador  7,Roquetas de Mar,Roquetas de Mar,Almería,04740,950156772,INF-PRI-EE,PAC-PAM-PAE,
04004577,Colegio de Educación Infantil y Primaria,Las Salinas,Público,C/ Badajoz  s/n,Roquetas de Mar,Roquetas de Mar,Almería,04740,950156631,INF-PRI-EE,PAC-PAM-PAE,CBI
04009381,Colegio de Educación Infantil y Primaria,Posidonia,Público,Avda. Polonia  s/n.,Roquetas de Mar,Roquetas de Mar,Almería,04740,600149011,INF-PRI-EE,PAC-PAM-PAE,CBI
04003809,Colegio de Educación Infantil y Primaria,Virgen del Rosario,Público,C/ Magisterio  7,Roquetas de Mar,Roquetas de Mar,Almería,04740,950156768,INF-PRI-EE,,CBI
04004504,Colegio de Educación Infantil y Primaria,San Agustín,Público,C/ Estadio  18,San Agustín,El Ejido,Almería,04716,950156775,INF-PRI-SEC-EE,PAC-PAM-PAE-TE,
04601555,Colegio de Educación Infantil y Primaria,Profesor Tierno Galván,Público,C/ Alondra  s/n. (Pedanía San Francisco),San Francisco,Huércal-Overa,Almería,04600,950451931,INF-PRI-SEC-EE,PAC-PAM-TE,CBI
04007797,Colegio de Educación Infantil y Primaria,Juan Sebastián Elcano,Público,C/ Juan Sebastián Elcano  s/n,San Isidro de Níjar,Níjar,Almería,04117,950153327,INF-PRI-EE,PAC-PAM-PAE-TE,CBI
04003354,Colegio de Educación Primaria,Andalucía,Público,C/ Olivos  s/n,San Isidro de Níjar,Níjar,Almería,04117,950156907,PRI-EE,PAC-PAM-PAE-TE,
04003378,Colegio de Educación Infantil y Primaria,San José,Público,C/ Escuelas  s/n,San José,Níjar,Almería,04118,950153322,INF-PRI,,
04601671,Colegio de Educación Infantil y Primaria,Andalucía,Público,C/ Jesús Alférez  s/n,Santa María del Águila,El Ejido,Almería,04710,950579720,INF-PRI-EE,PAM,
04601531,Colegio de Educación Infantil y Primaria,Jesús de Perceval,Público,C/ Rafael Alberti  19,Santa María del Águila,El Ejido,Almería,04710,950579718,INF-PRI-EE,PAM-PAE,
04002180,Colegio de Educación Infantil y Primaria,Santa María del Águila,Público,C/ Manuel de Falla  7,Santa María del Águila,El Ejido,Almería,04710,950579936,INF-PRI-EE,PAC-TE,CBI
04003925,Colegio de Educación Infantil y Primaria,Miguel Zubeldia,Público,C/ Carretera  s/n,Serón,Serón,Almería,04890,950429500,INF-PRI-EE,PAC-PAM-PAE-TE,CBI
04004051,Colegio de Educación Infantil y Primaria,Padre González Ros,Público,C/ Gerona  2,Sorbas,Sorbas,Almería,04270,950368924,INF-PRI-EE,PAC-PAM-TE,
04602225,Colegio Público Rural,Lusor,Público,C/ Alcalá  1,Sorbas,Sorbas,Almería,04270,950368557,PRI,,
04602122,Colegio Público Rural,San Marcos,Público,C/ Las Eras  50,Suflí,Suflí,Almería,04878,950429916,PRI,,
04004085,Colegio de Educación Infantil y Primaria,Virgen de las Angustias,Público,Avda. de las Acacias  7,Tabernas,Tabernas,Almería,04200,950368506,INF-PRI-EE,PAC-PAM-PAE-TE,
04004115,Colegio de Educación Infantil y Primaria,Antonia Santaolalla,Público,Ctra. Albox  s/n,Taberno,Taberno,Almería,04692,677905057,INF-PRI-SEC-EE,PAC-TE,
04002362,Colegio de Educación Infantil y Primaria,Artero Pérez,Público,C/ Cuatro Vientos  122,Tarambana,El Ejido,Almería,04713,950156703,INF-PRI-SEC-EE,PAC-TE,
04004176,Colegio de Educación Infantil y Primaria,Sagrado Corazón de Jesús,Público,Avda. del Socorro  72,Tíjola,Tíjola,Almería,04880,950429914,INF-PRI-EE,PAC-PAM-PAE-TE,
04601932,Colegio Público Rural,Los Vélez,Público,C/ San Antonio  17,Topares,Vélez-Blanco,Almería,04839,950419531,INF-PRI,,
04004206,Colegio de Educación Infantil y Primaria,María Cacho Castrillo,Público,C/ Médico Bartolomé Carrillo Corella  s/n,Turre,Turre,Almería,04639,950451954,INF-PRI-SEC-EE,PAC-PAM-PAE-TE,
04004231,Colegio de Educación Infantil y Primaria,Nuestra Señora de Monteagud,Público,C/ Camposanto  s/n,Uleila del Campo,Uleila del Campo,Almería,04279,950368929,INF-PRI-SEC,PAC-PAM-PAE,CBI
04004309,Colegio de Educación Infantil y Primaria,Castillo de los Vélez,Público,C/ Teatro  61,Vélez-Blanco,Vélez-Blanco,Almería,04830,950419908,INF-PRI-SEC-EE,PAC-TE,
04004322,Colegio de Educación Infantil y Primaria,Doctor Guirao Gea,Público,Avda. Profesor Guirao Gea  1,Vélez-Rubio,Vélez-Rubio,Almería,04820,950419911,INF-PRI-EE,,
04004310,Colegio de Educación Primaria,Doctor Severo Ochoa,Público,C/ Concepción  19,Vélez-Rubio,Vélez-Rubio,Almería,04820,950419541,PRI-EE,PAC-PAM-TE,
04005193,Colegio de Educación Infantil y Primaria,Ángel de Haro,Público,Avda. de Andalucía  s/n,Vera,Vera,Almería,04620,950451965,INF-PRI-EE,PAC-TE,CBI
04006197,Colegio de Educación Infantil y Primaria,Los Cuatro Caños,Público,C/ Miguel de Cervantes Saavedra  s/n,Vera,Vera,Almería,04620,950451719,INF-PRI-EE,PAC-PAM-PAE-TE,CBI
04004401,Colegio de Educación Infantil y Primaria,Reyes Católicos,Público,Plaza de la Constitución  s/n,Vera,Vera,Almería,04620,671566521,INF-PRI-EE,PAC-PAM-PAE-TE,CBI
04010991,Colegio de Educación Infantil y Primaria,Camino de la Torre,Público,C/ Pintor Velázquez  s/n,Viator,Viator,Almería,04240,950204135,INF-PRI,PAC-PAM,CBI
04004449,Colegio de Educación Infantil y Primaria,Joaquín Visiedo,Público,C/ Antonio Machado  s/n  esq. c/ Rodríguez de la Fuente  s/n,Viator,Viator,Almería,04240,950156912,INF-PRI-EE,PAC-PAM-PAE,CBI
04005201,Colegio de Educación Infantil y Primaria,Profesor Tierno Galván,Público,C/ Profesora Hortensia Martínez  11,Vícar,Vícar,Almería,04738,950156792,INF-PRI-EE,,
04602006,Colegio Público Rural,Sierra Almagrera,Público,C/ Grupo Escolar  5,Villaricos,Cuevas del Almanzora,Almería,04616,950474722,INF-PRI-EE,,
04004486,Colegio de Educación Infantil y Primaria,Juan Andrés de Toledo,Público,C/ Juan Andrés de Toledo  2,Zurgena,Zurgena,Almería,04650,950639530,INF-PRI,PAC-PAE,


