CÃ³digo,DenominaciÃ³n,Nombre,Dependencia,Domicilio,Localidad,Municipio,Provincia,CÃ³d.Postal,TelÃ©fono,EnseÃ±anzas,Servicios,Biling
04000699,Instituto de Educación Secundaria,Alhamilla,Público,Avda. Federico García Lorca  130,Almería,Almería,Almería,04005,950156100,SEC-BAC-CFGM-EE-CFGS,TE,CBI
04700442,Instituto de Educación Secundaria,Azcona,Público,C/ Policia José Rueda Alcaraz  1,Almería,Almería,Almería,04006,950156222,SEC-BAC-EE,TE,CBI
04700156,Instituto de Educación Secundaria,Bahía de Almería,Público,C/ Luis Vives  s/n,Almería,Almería,Almería,04006,950156275,SEC-BAC-EE,TE,CBI
04001151,Instituto de Educación Secundaria,Celia Viñas,Público,C/ Javier Sanz  15,Almería,Almería,Almería,04004,950156151,SEC-BAC-CFGM-CFGS,,CBI
04700466,Instituto de Educación Secundaria,Cruz de Caravaca,Público,C/ La Molineta  s/n,Almería,Almería,Almería,04008,950156644,SEC-EE,PAC-TE,
04004814,Instituto de Educación Secundaria,El Argar,Público,Paseo de la Caridad  125,Almería,Almería,Almería,04008,950156189,SEC-BAC-CFGM-CFGS,PAE-TE,CBA
04700326,Instituto de Educación Secundaria,Galileo,Público,Avda. del Mar  8,Almería,Almería,Almería,04007,671530946,SEC-BAC-CFGM-EE-CFGS,,
04001187,Instituto de Educación Secundaria,Los Ángeles,Público,C/ Maestría  2,Almería,Almería,Almería,04008,671530970,SEC-BAC-CFGM-CFGS-ADU,,CBI
04700454,Instituto de Educación Secundaria,Maestro Padilla,Público,Avda. del Mediterráneo  53,Almería,Almería,Almería,04007,950156226,SEC-BAC-EE,PAE-TE,CBI
04001141,Instituto de Educación Secundaria,Nicolás Salmerón Alonso,Público,C/ Celia Viñas  s/n,Almería,Almería,Almería,04007,950156149,SEC-BAC-CFGM-EE-CFGS,,CBI
04700511,Instituto de Educación Secundaria,Río Andarax,Público,Avda. Mare Nostrum  s/n,Almería,Almería,Almería,04009,950156241,SEC-CFGM,PAC-PAE,
04000766,Instituto de Educación Secundaria,Azahar,Público,C/ Juan Carlos I  s/n,Antas,Antas,Almería,04628,950451949,SEC,TE,
04700533,Instituto de Educación Secundaria,Mar Azul,Público,Ctra. de  Guardias Viejas  s/n,Balerma,El Ejido,Almería,04712,950579694,SEC,TE,CBI
04700545,Instituto de Educación Secundaria,Aurantia,Público,Ctra. Nacional 340,Benahadux,Benahadux,Almería,04410,950156990,SEC,PAC-TE,CBI
04001825,Instituto de Educación Secundaria,Sierra de Gádor,Público,C/ Ramón y Cajal  1,Berja,Berja,Almería,04760,950579548,SEC-BAC-CFGM-EE,TE,CBI
04008315,Instituto de Educación Secundaria,Villavieja,Público,Avda. del Estudiante  s/n,Berja,Berja,Almería,04760,950579672,SEC-EE,TE,
04700132,Instituto de Educación Secundaria,Campos de Níjar,Público,Cmo. Camino del Calvo  43,Campohermoso,Níjar,Almería,04110,950368915,SEC-BAC-CFGM-EE,TE,CBI
04005533,Instituto de Educación Secundaria,Valle de Andarax,Público,C/ Olivares  s/n,Canjáyar,Canjáyar,Almería,04450,950515905,SEC-BAC-CFGM,TE,CBI
04001931,Instituto de Educación Secundaria,Valle del Almanzora,Público,Avda. España  33,Cantoria,Cantoria,Almería,04850,950639924,SEC-BAC,TE,CBI
04700053,Instituto de Educación Secundaria,Juan Goytisolo,Público,C/ Joan Manuel Serrat  s/n,Carboneras,Carboneras,Almería,04140,950451773,SEC-BAC-CFGM-EE,TE,CBI
04002052,Instituto de Educación Secundaria,Jaroso,Público,Avda. Carlos Herrera  25,Cuevas del Almanzora,Cuevas del Almanzora,Almería,04610,950451705,SEC-BAC-CFGM-EE-CFGS,PAC-TE,CBI
04700557,Instituto de Educación Secundaria,Ciudad de Dalías,Público,Avda. de las Alpujarras  254,Dalías,Dalías,Almería,04750,671530501,SEC,,
04700521,Instituto de Educación Secundaria,El Alquián,Público,Ctra. de Níjar  s/n,El Alquián,Almería,Almería,04130,950156984,SEC-BAC,TE,CBI
04700272,Instituto de Educación Secundaria,Fuente Nueva,Público,Avda. Príncipes de España  115,El Ejido,El Ejido,Almería,04700,950579927,SEC-BAC-CFGM-EE-CFGS,PAC-TE,CBI
04006689,Instituto de Educación Secundaria,Luz del Mar,Público,Avda. de la Luz  s/n,El Ejido,El Ejido,Almería,04700,950101036,SEC-EE,TE,CBI
04004826,Instituto de Educación Secundaria,Murgi,Público,Avda. Príncipes de España  17,El Ejido,El Ejido,Almería,04700,950579920,SEC-BAC-CFGM-CFGS,PAC-TE,CBI
04700481,Instituto de Educación Secundaria,Pablo Ruiz Picasso,Público,C/ Loma de la Mezquita  170,El Ejido,El Ejido,Almería,04700,950156820,SEC-BAC-EE,TE,CBI
04002313,Instituto de Educación Secundaria,Santo Domingo,Público,Avda. Oasis  135,El Ejido,El Ejido,Almería,04700,950579820,SEC-BAC-CFGM-EE-CFGS,TE,CBI
